Country,City,State,Postal Code,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Order Weekday,Ship Year,Ship Month,Ship Day,Ship Weekday,Processing Time,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture
0,258,28,7055,3,174.286,2,0.3,-19.9184,2016,5,22,6,2016,5,27,4,5,0,0,0,1,1,0,0,0,1,0,0,1
0,264,35,19143,1,492.835,5,0.3,-14.081,2016,10,31,0,2016,11,6,6,6,0,0,0,1,1,0,0,0,1,0,0,1
0,105,31,28314,2,14.272,8,0.2,4.2816,2016,1,22,4,2016,1,28,3,6,0,0,0,1,1,0,0,0,0,1,0,1
0,105,31,28314,0,451.136,4,0.2,-67.6704,2016,1,22,4,2016,1,28,3,6,0,0,0,1,1,0,0,0,0,1,0,1
0,184,3,90032,1,217.584,2,0.2,-29.9178,2016,11,3,3,2016,11,6,6,3,1,0,0,0,1,0,0,0,0,0,1,1
0,146,40,77095,3,300.93,5,0.3,-34.392,2016,9,10,5,2016,9,14,2,4,0,0,1,0,1,0,0,1,0,0,0,1
0,213,12,46544,1,647.84,8,0.0,32.392,2014,6,16,0,2014,6,22,6,6,0,0,0,1,1,0,0,1,0,0,0,1
0,307,3,94122,2,77.92,8,0.0,34.2848,2014,7,25,4,2014,7,27,6,2,0,0,1,0,1,0,0,0,0,0,1,1
0,54,11,60623,1,47.992,2,0.3,-2.0568,2016,11,11,4,2016,11,17,3,6,0,0,0,1,0,1,0,1,0,0,0,1
0,360,28,7090,2,129.93,3,0.0,12.993,2017,5,2,1,2017,5,7,6,5,0,0,0,1,0,1,0,0,1,0,0,1
0,60,32,44105,1,181.986,2,0.3,-54.5958,2015,1,27,1,2015,1,29,3,2,0,0,1,0,1,0,0,0,1,0,0,1
0,307,3,94122,1,700.152,3,0.2,78.7671,2015,7,16,3,2015,7,16,3,0,0,1,0,0,0,1,0,0,0,0,1,1
0,315,1,85254,2,111.888,7,0.2,22.3776,2016,4,30,5,2016,5,4,2,4,0,0,0,1,0,1,0,0,0,0,1,1
0,190,19,2148,0,173.94,3,0.0,13.9152,2016,9,8,3,2016,9,14,2,6,0,0,0,1,0,0,1,0,1,0,0,1
0,309,3,95123,0,102.833,1,0.15,-6.049,2017,4,16,6,2017,4,20,3,4,0,0,0,1,1,0,0,0,0,0,1,1
0,146,40,77070,2,51.712,8,0.6,-32.32,2016,10,8,5,2016,10,14,4,6,0,0,0,1,0,1,0,1,0,0,0,1
0,160,12,47905,2,526.45,5,0.0,31.587,2017,7,9,6,2017,7,14,4,5,0,0,0,1,0,0,1,1,0,0,0,1
0,1,43,22304,2,62.82,3,0.0,30.7818,2014,1,26,6,2014,1,31,4,5,0,0,0,1,0,0,1,0,0,1,0,1
0,1,43,22304,2,12.42,3,0.0,4.4712,2014,1,26,6,2014,1,31,4,5,0,0,0,1,0,0,1,0,0,1,0,1
0,232,30,10024,2,22.23,1,0.0,9.7812,2017,6,30,4,2017,7,6,3,6,0,0,0,1,1,0,0,0,1,0,0,1
0,363,11,60090,2,14.136,2,0.6,-7.7748,2016,9,8,3,2016,9,14,2,6,0,0,0,1,1,0,0,1,0,0,0,1
0,232,30,10035,0,136.784,1,0.2,5.1294,2016,6,4,5,2016,6,4,5,0,0,1,0,0,1,0,0,0,1,0,0,1
0,232,30,10035,2,61.12,4,0.0,20.7808,2016,6,4,5,2016,6,4,5,0,0,1,0,0,1,0,0,0,1,0,0,1
0,9,40,76017,2,6.096,3,0.6,-3.9624,2014,11,25,1,2014,11,30,6,5,0,0,0,1,0,1,0,1,0,0,0,1
0,184,3,90045,1,41.568,2,0.2,2.598,2016,4,28,3,2016,5,5,3,7,0,0,0,1,0,1,0,0,0,0,1,1
0,184,3,90049,1,230.28,3,0.2,23.028,2014,4,26,5,2014,5,3,5,7,0,0,0,1,0,1,0,0,0,0,1,1
0,316,44,98103,2,39.96,2,0.0,17.1828,2017,5,15,0,2017,5,20,5,5,0,0,0,1,1,0,0,0,0,0,1,1
0,316,44,98103,1,42.624,2,0.2,4.2624,2017,5,15,0,2017,5,20,5,5,0,0,0,1,1,0,0,0,0,0,1,1
0,316,44,98103,1,220.96,1,0.2,24.858,2017,5,15,0,2017,5,20,5,5,0,0,0,1,1,0,0,0,0,0,1,1
0,105,31,28314,2,4.928,2,0.2,0.7392,2015,7,5,6,2015,7,10,4,5,0,0,1,0,0,1,0,0,0,1,0,1
0,278,31,27604,2,18.624,8,0.2,6.2856,2016,4,17,6,2016,4,21,3,4,0,0,1,0,0,0,1,0,0,1,0,1
0,343,33,74133,2,57.69,3,0.0,23.6529,2014,9,7,6,2014,9,12,4,5,0,0,1,0,1,0,0,1,0,0,0,1
0,139,3,92345,0,424.9575,5,0.15,19.998,2016,9,26,0,2016,10,1,5,5,0,0,0,1,0,1,0,0,0,0,1,1
0,118,1,85234,1,883.84,4,0.2,99.432,2015,12,24,3,2015,12,28,0,4,0,0,0,1,0,1,0,0,0,0,1,1
0,184,3,90045,1,40.784,1,0.2,4.5882,2015,8,25,1,2015,8,30,6,5,0,0,0,1,0,0,1,0,0,0,1,1
0,316,44,98115,2,109.9,5,0.0,37.366,2016,1,22,4,2016,1,28,3,6,0,0,0,1,0,1,0,0,0,0,1,1
0,140,8,33012,2,15.384,1,0.2,4.0383,2014,10,15,2,2014,10,20,0,5,0,0,0,1,1,0,0,0,0,1,0,1
0,151,8,32216,2,30.768,2,0.2,8.0766,2014,3,18,1,2014,3,23,6,5,0,0,0,1,0,0,1,0,0,1,0,1
0,151,8,32216,2,122.352,3,0.2,15.294,2014,3,18,1,2014,3,23,6,5,0,0,0,1,0,0,1,0,0,1,0,1
0,184,3,90049,2,227.36,7,0.0,81.8496,2015,1,30,4,2015,2,6,4,7,0,0,0,1,1,0,0,0,0,0,1,1
0,167,32,44107,2,45.888,4,0.2,9.1776,2017,10,9,0,2017,10,11,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,146,40,77095,2,23.976,3,0.6,-14.3856,2014,12,6,5,2014,12,8,0,2,0,0,1,0,1,0,0,1,0,0,0,1
0,316,44,98105,2,107.53,1,0.0,21.506,2017,2,13,0,2017,2,19,6,6,0,0,0,1,1,0,0,0,0,0,1,1
0,233,6,19711,0,299.97,3,0.0,56.9943,2015,11,13,4,2015,11,19,3,6,0,0,0,1,1,0,0,0,1,0,0,1
0,306,3,92037,2,35.34,2,0.0,13.4292,2014,11,4,1,2014,11,8,5,4,0,0,0,1,1,0,0,0,0,0,1,1
0,307,3,94122,2,257.64,6,0.0,100.4796,2015,6,20,5,2015,6,25,3,5,0,0,1,0,0,1,0,0,0,0,1,1
0,316,44,98115,1,585.552,3,0.2,73.194,2014,6,8,6,2014,6,14,5,6,0,0,0,1,1,0,0,0,0,0,1,1
0,184,3,90008,1,225.296,2,0.2,22.5296,2014,5,26,0,2014,5,30,4,4,0,0,0,1,1,0,0,0,0,0,1,1
0,66,9,31907,2,76.92,4,0.0,31.5372,2016,3,11,4,2016,3,15,1,4,0,0,0,1,0,0,1,0,0,1,0,1
0,108,8,33311,2,19.104,3,0.2,5.7312,2017,12,10,6,2017,12,12,1,2,1,0,0,0,1,0,0,0,0,1,0,1
0,16,3,93309,0,195.466,2,0.15,-13.7976,2015,7,17,4,2015,7,19,6,2,0,0,1,0,1,0,0,0,0,0,1,1
0,271,8,33068,2,23.68,8,0.2,6.216,2017,4,30,6,2017,5,5,4,5,0,0,0,1,0,1,0,0,0,1,0,1
0,184,3,90036,1,601.536,4,0.2,0.0,2015,9,21,0,2015,9,23,2,2,1,0,0,0,0,0,1,0,0,0,1,1
0,71,40,78415,2,58.36,5,0.6,-24.803,2014,12,2,1,2014,12,6,5,4,0,0,0,1,0,1,0,1,0,0,0,1
0,71,40,78415,2,39.96,5,0.6,-23.976,2014,12,2,1,2014,12,6,5,4,0,0,0,1,0,1,0,1,0,0,0,1
0,283,3,90278,0,308.499,3,0.15,-18.147,2014,4,12,5,2014,4,17,3,5,0,0,0,1,0,1,0,0,0,0,1,1
0,171,29,88001,2,41.37,3,0.0,17.3754,2017,11,3,4,2017,11,8,2,5,0,0,0,1,1,0,0,0,0,0,1,1
0,97,40,79907,1,47.516,2,0.3,-2.0364,2015,9,7,0,2015,9,11,4,4,0,0,0,1,1,0,0,1,0,0,0,1
0,316,44,98115,0,704.9,5,0.0,56.392,2015,7,25,5,2015,7,27,0,2,0,0,1,0,1,0,0,0,0,0,1,1
0,316,44,98115,1,561.568,2,0.2,28.0784,2015,7,25,5,2015,7,27,0,2,0,0,1,0,1,0,0,0,0,0,1,1
0,210,46,53209,2,185.58,6,0.0,76.0878,2015,11,16,0,2015,11,18,2,2,0,0,1,0,0,0,1,1,0,0,0,1
0,210,46,53209,3,214.11,3,0.0,36.3987,2015,11,16,0,2015,11,18,2,2,0,0,1,0,0,0,1,1,0,0,0,1
0,110,19,2038,1,60.74,1,0.0,15.185,2015,9,1,1,2015,9,8,1,7,0,0,0,1,0,0,1,0,1,0,0,1
0,110,19,2038,2,124.36,2,0.0,27.3592,2015,9,1,1,2015,9,8,1,7,0,0,0,1,0,0,1,0,1,0,0,1
0,99,3,92024,3,298.776,3,0.2,7.4694,2016,5,5,3,2016,5,8,6,3,1,0,0,0,1,0,0,0,0,0,1,1
0,367,11,60098,1,845.488,8,0.3,-12.0784,2016,12,27,1,2016,12,31,5,4,0,0,0,1,0,1,0,1,0,0,0,1
0,293,9,30076,2,56.28,6,0.0,15.7584,2017,4,8,5,2017,4,15,5,7,0,0,0,1,0,1,0,0,0,1,0,1
0,242,30,11572,2,14.98,1,0.0,6.8908,2016,3,19,5,2016,3,21,0,2,0,0,1,0,1,0,0,0,1,0,0,1
0,242,30,11572,2,20.32,4,0.0,6.9088,2016,3,19,5,2016,3,21,0,2,0,0,1,0,1,0,0,0,1,0,0,1
0,105,31,28314,1,225.296,2,0.2,22.5296,2016,8,15,0,2016,8,17,2,2,0,0,1,0,1,0,0,0,0,1,0,1
0,300,8,33710,2,17.088,2,0.2,1.068,2017,6,12,0,2017,6,19,0,7,0,0,0,1,1,0,0,0,0,1,0,1
0,342,1,85705,1,314.352,3,0.2,-35.3646,2014,3,22,5,2014,3,26,2,4,0,0,0,1,0,1,0,0,0,0,1,1
0,306,3,92037,1,153.568,2,0.2,-5.7588,2016,1,21,3,2016,1,23,5,2,0,0,1,0,1,0,0,0,0,0,1,1
0,306,3,92037,1,1013.488,7,0.2,76.0116,2016,1,21,3,2016,1,23,5,2,0,0,1,0,1,0,0,0,0,0,1,1
0,307,3,94110,2,6.96,4,0.0,2.2272,2016,11,11,4,2016,11,16,2,5,0,0,1,0,1,0,0,0,0,0,1,1
0,331,1,85281,1,307.92,5,0.2,-34.641,2016,10,18,1,2016,10,22,5,4,0,0,0,1,1,0,0,0,0,0,1,1
0,162,16,70601,1,51.96,2,0.0,12.99,2014,4,29,1,2014,5,1,3,2,0,0,1,0,1,0,0,0,0,1,0,1
0,288,30,14609,2,69.08,11,0.0,29.0136,2017,10,23,0,2017,10,29,6,6,0,0,0,1,0,1,0,0,1,0,0,1
0,146,40,77036,1,408.422,2,0.3,-5.8346,2015,4,26,6,2015,4,30,3,4,0,0,0,1,1,0,0,1,0,0,0,1
0,141,11,60035,1,539.658,3,0.3,-7.7094,2016,6,27,0,2016,7,1,4,4,0,0,0,1,0,1,0,1,0,0,0,1
0,264,35,19140,2,14.368,2,0.2,3.9512,2016,11,23,2,2016,11,23,2,0,0,1,0,0,0,1,0,0,1,0,0,1
0,264,35,19140,2,70.448,7,0.2,12.3284,2016,11,23,2,2016,11,23,2,0,0,1,0,0,0,1,0,0,1,0,0,1
0,356,30,13601,2,70.71,1,0.0,4.9497,2014,9,2,1,2014,9,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1
0,66,9,31907,2,18.84,3,0.0,7.9128,2017,7,10,0,2017,7,14,4,4,0,0,1,0,1,0,0,0,0,1,0,1
0,296,20,48601,2,19.76,4,0.0,8.2992,2017,11,18,5,2017,11,24,4,6,0,0,0,1,0,0,1,1,0,0,0,1
0,307,3,94109,1,144.784,1,0.2,10.8588,2015,8,8,5,2015,8,8,5,0,0,1,0,0,1,0,0,0,0,0,1,1
0,210,46,53209,1,90.99,1,0.0,14.5584,2017,3,25,5,2017,3,31,4,6,0,0,0,1,0,1,0,1,0,0,0,1
0,210,46,53209,1,368.97,3,0.0,40.5867,2017,3,25,5,2017,3,31,4,6,0,0,0,1,0,1,0,1,0,0,0,1
0,184,3,90049,2,18.7,1,0.0,7.106,2017,11,19,6,2017,11,24,4,5,0,0,0,1,1,0,0,0,0,0,1,1
0,307,3,94122,2,38.29,7,0.0,16.4647,2016,11,4,4,2016,11,5,5,1,1,0,0,0,1,0,0,0,0,0,1,1
0,306,3,92024,2,26.25,3,0.0,11.025,2017,12,14,3,2017,12,18,0,4,0,0,0,1,0,0,1,0,0,0,1,1
0,120,1,85301,1,113.888,2,0.2,9.9652,2017,11,12,6,2017,11,12,6,0,0,1,0,0,0,0,1,0,0,0,1,1
0,120,1,85301,2,113.568,2,0.2,-5.6784,2017,11,12,6,2017,11,12,6,0,0,1,0,0,0,0,1,0,0,0,1,1
0,356,30,13601,1,191.646,3,0.1,31.941,2017,6,27,1,2017,7,4,1,7,0,0,0,1,0,0,1,0,1,0,0,1
0,242,3,92054,1,81.568,2,0.2,9.1764,2017,12,16,5,2017,12,21,3,5,0,0,1,0,0,1,0,0,0,0,1,1
0,242,3,92054,1,97.184,2,0.2,6.074,2017,12,16,5,2017,12,21,3,5,0,0,1,0,0,1,0,0,0,0,1,1
0,242,3,92054,2,18.96,2,0.0,7.584,2017,12,16,5,2017,12,21,3,5,0,0,1,0,0,1,0,0,0,0,1,1
0,319,11,60076,2,32.952,6,0.6,-19.7712,2014,12,27,5,2014,12,31,2,4,0,0,0,1,1,0,0,1,0,0,0,1
0,105,31,28314,2,28.272,2,0.2,6.3612,2017,11,6,0,2017,11,9,3,3,0,0,1,0,1,0,0,0,0,1,0,1
0,2,40,75002,3,244.006,2,0.3,-31.3722,2015,5,7,3,2015,5,12,1,5,0,0,0,1,1,0,0,1,0,0,0,1
0,264,35,19143,1,188.552,7,0.3,-2.6936,2017,12,4,0,2017,12,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0,223,37,29464,1,545.94,6,0.0,87.3504,2014,1,13,0,2014,1,16,3,3,0,0,1,0,1,0,0,0,0,1,0,1
0,264,35,19134,2,43.296,2,0.2,4.3296,2015,6,12,4,2015,6,17,2,5,0,0,0,1,1,0,0,0,1,0,0,1
0,316,44,98115,1,123.136,4,0.2,13.8528,2014,7,12,5,2014,7,18,4,6,0,0,0,1,1,0,0,0,0,0,1,1
0,66,9,31907,2,24.96,4,0.0,6.24,2016,5,25,2,2016,5,30,0,5,0,0,0,1,0,0,1,0,0,1,0,1
0,264,35,19120,2,3.984,1,0.2,0.6474,2014,6,21,5,2014,6,25,2,4,0,0,0,1,1,0,0,0,1,0,0,1
0,225,15,42071,2,191.82,3,0.0,74.8098,2016,12,5,0,2016,12,6,1,1,1,0,0,0,1,0,0,0,0,1,0,1
0,263,40,78577,2,22.608,3,0.6,-10.1736,2016,8,23,1,2016,8,30,1,7,0,0,0,1,0,0,1,1,0,0,0,1
0,359,41,84084,2,66.69,3,0.0,22.0077,2015,11,8,6,2015,11,14,5,6,0,0,0,1,1,0,0,0,0,0,1,1
0,33,40,78521,0,327.7328,2,0.32,-14.4588,2017,11,17,4,2017,11,23,3,6,0,0,0,1,1,0,0,1,0,0,0,1
0,264,35,19140,2,254.352,3,0.2,0.0,2017,4,22,5,2017,4,26,2,4,0,0,0,1,0,0,1,0,1,0,0,1
0,51,43,23320,1,504.9,5,0.0,80.784,2017,12,17,6,2017,12,21,3,4,0,0,0,1,1,0,0,0,0,1,0,1
0,177,20,48146,0,194.32,4,0.0,31.0912,2015,9,21,0,2015,9,27,6,6,0,0,0,1,0,1,0,1,0,0,0,1
0,127,34,97030,1,195.136,4,0.2,-12.196,2016,11,21,0,2016,11,26,5,5,0,0,0,1,1,0,0,0,0,0,1,1
0,217,16,71203,2,29.16,2,0.0,10.7892,2015,6,11,3,2015,6,16,1,5,0,0,0,1,1,0,0,0,0,1,0,1
0,256,3,91104,3,171.288,3,0.2,-6.4233,2017,10,3,1,2017,10,8,6,5,0,0,0,1,0,1,0,0,0,0,1,1
0,50,39,37421,2,16.72,5,0.2,3.344,2016,5,5,3,2016,5,9,0,4,0,0,0,1,1,0,0,0,0,1,0,1
0,66,9,31907,3,411.8,2,0.0,70.006,2017,4,2,6,2017,4,4,1,2,1,0,0,0,0,0,1,0,0,1,0,1
0,203,10,83642,2,41.96,2,0.0,2.9372,2017,10,6,4,2017,10,11,2,5,0,0,0,1,0,0,1,0,0,0,1,1
0,307,3,94110,2,30.56,2,0.0,10.3904,2017,10,19,3,2017,10,24,1,5,0,0,1,0,0,1,0,0,0,0,1,1
0,307,3,94110,3,24.368,2,0.2,-3.3506,2017,10,19,3,2017,10,24,1,5,0,0,1,0,0,1,0,0,0,0,1,1
0,233,6,19711,2,124.41,3,0.0,14.9292,2014,11,17,0,2014,11,22,5,5,0,0,0,1,0,1,0,0,1,0,0,1
0,184,3,90032,0,120.666,2,0.15,18.4548,2015,10,3,5,2015,10,8,3,5,0,0,0,1,1,0,0,0,0,0,1,1
0,76,40,75217,2,16.74,5,0.6,-14.229,2014,7,20,6,2014,7,24,3,4,0,0,0,1,0,0,1,1,0,0,0,1
0,146,40,77070,2,3.984,2,0.6,-2.6892,2017,2,9,3,2017,2,14,1,5,0,0,0,1,1,0,0,1,0,0,0,1
0,137,15,42420,2,61.0,5,0.0,25.62,2017,3,31,4,2017,4,2,6,2,0,0,1,0,0,0,1,0,0,1,0,1
0,109,40,76106,0,220.2656,4,0.32,-42.1096,2017,4,27,3,2017,5,1,0,4,0,0,0,1,0,1,0,1,0,0,0,1
0,232,30,10024,0,242.352,3,0.2,9.0882,2017,4,14,4,2017,4,19,2,5,0,0,0,1,1,0,0,0,1,0,0,1
0,275,36,2908,0,220.98,1,0.0,50.8254,2017,12,22,4,2017,12,27,2,5,0,0,1,0,0,1,0,0,1,0,0,1
0,316,44,98105,1,532.704,6,0.2,-39.9528,2016,8,23,1,2016,8,30,1,7,0,0,0,1,1,0,0,0,0,0,1,1
0,165,8,33801,2,48.672,3,0.2,7.3008,2015,6,11,3,2015,6,12,4,1,1,0,0,0,0,1,0,0,0,1,0,1
0,184,3,90049,2,44.46,2,0.0,14.6718,2014,12,16,1,2014,12,17,2,1,1,0,0,0,0,0,1,0,0,0,1,1
0,184,3,90049,1,241.568,2,0.2,18.1176,2014,12,16,1,2014,12,17,2,1,1,0,0,0,0,0,1,0,0,0,1,1
0,242,30,11572,2,13.28,2,0.0,6.3744,2014,8,24,6,2014,8,26,1,2,1,0,0,0,0,1,0,0,1,0,0,1
0,76,40,75081,2,22.848,3,0.6,-17.7072,2017,11,12,6,2017,11,18,5,6,0,0,0,1,0,0,1,1,0,0,0,1
0,15,40,78745,1,347.802,7,0.3,-24.843,2016,9,5,0,2016,9,11,6,6,0,0,0,1,0,1,0,1,0,0,0,1
0,233,32,43055,2,262.864,7,0.2,69.0018,2015,12,15,1,2015,12,18,4,3,1,0,0,0,1,0,0,0,1,0,0,1
0,232,30,10009,3,284.364,2,0.4,-75.8304,2015,8,24,0,2015,8,28,4,4,0,0,0,1,0,1,0,0,1,0,0,1
0,169,20,48911,2,67.0,5,0.0,32.16,2016,10,29,5,2016,10,31,0,2,1,0,0,0,1,0,0,1,0,0,0,1
0,328,8,32303,1,390.272,8,0.2,-24.392,2016,5,28,5,2016,6,3,4,6,0,0,0,1,0,1,0,0,0,1,0,1
0,54,11,60623,1,528.43,5,0.3,0.0,2016,3,21,0,2016,3,28,0,7,0,0,0,1,1,0,0,1,0,0,0,1
0,232,30,10011,2,20.94,3,0.0,6.0726,2017,12,5,1,2017,12,11,0,6,0,0,0,1,0,1,0,0,1,0,0,1
0,232,30,10011,2,58.68,2,0.0,18.1908,2017,12,5,1,2017,12,11,0,6,0,0,0,1,0,1,0,0,1,0,0,1
0,0,32,44312,2,149.232,3,0.2,3.7308,2014,5,18,6,2014,5,20,1,2,0,0,1,0,1,0,0,0,1,0,0,1
0,306,3,92037,2,39.88,2,0.0,11.1664,2014,11,10,0,2014,11,16,6,6,0,0,0,1,1,0,0,0,0,0,1,1
0,306,3,92037,2,53.2,5,0.0,14.896,2014,11,10,0,2014,11,16,6,6,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10009,2,114.9,5,0.0,39.066,2017,9,1,4,2017,9,5,1,4,0,0,1,0,1,0,0,0,1,0,0,1
0,103,5,6824,3,181.797,1,0.3,-15.5826,2016,1,15,4,2016,1,15,4,0,0,1,0,0,1,0,0,0,1,0,0,1
0,146,40,77095,1,318.43,5,0.3,-77.333,2016,11,20,6,2016,11,27,6,7,0,0,0,1,0,1,0,1,0,0,0,1
0,146,40,77095,2,7.068,3,0.6,-2.8272,2016,11,20,6,2016,11,27,6,7,0,0,0,1,0,1,0,1,0,0,0,1
0,121,40,75051,1,317.058,3,0.3,-18.1176,2017,12,1,4,2017,12,5,1,4,0,0,0,1,1,0,0,1,0,0,0,1
0,316,44,98103,1,113.888,2,0.2,9.9652,2016,9,17,5,2016,9,21,2,4,0,0,0,1,0,0,1,0,0,0,1,1
0,264,35,19120,2,60.312,3,0.2,5.2773,2017,4,17,0,2017,4,19,2,2,1,0,0,0,1,0,0,0,1,0,0,1
0,110,39,37064,3,79.974,3,0.4,-29.3238,2016,12,9,4,2016,12,14,2,5,0,0,1,0,0,1,0,0,0,1,0,1
0,184,3,90049,1,203.92,5,0.2,22.941,2015,2,9,0,2015,2,16,0,7,0,0,0,1,1,0,0,0,0,0,1,1
0,232,30,10035,2,15.24,3,0.0,5.1816,2014,9,30,1,2014,10,6,0,6,0,0,0,1,0,1,0,0,1,0,0,1
0,306,3,92024,2,3.48,2,0.0,1.1136,2014,12,26,4,2014,12,30,1,4,0,0,0,1,1,0,0,0,0,0,1,1
0,264,35,19140,2,60.312,3,0.2,5.2773,2014,11,18,1,2014,11,22,5,4,0,0,0,1,1,0,0,0,1,0,0,1
0,128,22,39503,2,86.45,7,0.0,38.038,2016,3,20,6,2016,3,25,4,5,0,0,1,0,0,1,0,0,0,1,0,1
0,306,3,92037,1,603.92,5,0.2,45.294,2014,9,27,5,2014,10,1,2,4,0,0,0,1,1,0,0,0,0,0,1,1
0,242,30,11572,1,271.764,2,0.1,48.3136,2017,12,24,6,2017,12,28,3,4,0,0,0,1,1,0,0,0,1,0,0,1
0,65,39,38401,1,662.88,3,0.2,74.574,2014,12,20,5,2014,12,25,3,5,0,0,0,1,1,0,0,0,0,1,0,1
0,232,30,10009,2,128.82,3,0.0,50.2398,2015,7,23,3,2015,7,27,0,4,0,0,0,1,0,0,1,0,1,0,0,1
0,54,11,60653,2,2.032,1,0.6,-1.3208,2017,12,14,3,2017,12,20,2,6,0,0,0,1,0,0,1,1,0,0,0,1
0,241,3,94601,2,129.92,4,0.0,10.3936,2017,8,21,0,2017,8,22,1,1,1,0,0,0,1,0,0,0,0,0,1,1
0,241,3,94601,3,568.728,3,0.2,28.4364,2017,8,21,0,2017,8,22,1,1,1,0,0,0,1,0,0,0,0,0,1,1
0,277,19,2169,3,244.615,1,0.3,20.967,2016,8,27,5,2016,9,1,3,5,0,0,1,0,1,0,0,0,1,0,0,1
0,306,3,92037,0,435.999,3,0.15,20.5176,2014,9,23,1,2014,9,28,6,5,0,0,0,1,0,1,0,0,0,0,1,1
0,30,5,6010,3,70.56,1,0.3,-4.032,2014,7,19,5,2014,7,24,3,5,0,0,0,1,0,1,0,0,1,0,0,1
0,232,30,10024,2,35.28,3,0.0,11.9952,2015,6,4,3,2015,6,8,0,4,0,0,1,0,0,0,1,0,1,0,0,1
0,146,40,77036,2,9.552,3,0.6,-3.8208,2016,7,16,5,2016,7,18,0,2,0,0,1,0,0,1,0,1,0,0,0,1
0,214,3,92691,0,290.666,2,0.15,3.4196,2014,1,31,4,2014,2,2,6,2,1,0,0,0,1,0,0,0,0,0,1,1
0,172,26,89115,0,141.96,2,0.0,41.1684,2015,11,21,5,2015,11,25,2,4,0,0,0,1,1,0,0,0,0,0,1,1
0,136,30,11550,2,28.44,3,0.0,11.376,2015,12,4,4,2015,12,10,3,6,0,0,0,1,1,0,0,0,1,0,0,1
0,136,30,11550,1,364.41,5,0.1,8.098,2015,12,4,4,2015,12,10,3,6,0,0,0,1,1,0,0,0,1,0,0,1
0,136,30,11550,1,361.764,2,0.1,68.3332,2015,12,4,4,2015,12,10,3,6,0,0,0,1,1,0,0,0,1,0,0,1
0,264,35,19120,2,24.048,9,0.2,7.2144,2017,11,23,3,2017,11,24,4,1,1,0,0,0,1,0,0,0,1,0,0,1
0,232,30,10035,1,384.174,7,0.1,29.8802,2015,12,4,4,2015,12,9,2,5,0,0,1,0,1,0,0,0,1,0,0,1
0,48,31,28205,3,154.764,3,0.4,-36.1116,2017,10,7,5,2017,10,11,2,4,0,0,0,1,0,0,1,0,0,1,0,1
0,337,11,60477,2,22.288,7,0.6,-8.9152,2015,5,4,0,2015,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,1
0,146,40,77095,2,65.424,4,0.6,-52.3392,2017,5,29,0,2017,6,5,0,7,0,0,0,1,1,0,0,1,0,0,0,1
0,66,32,43229,1,281.372,2,0.3,-12.0588,2014,4,23,2,2014,4,27,6,4,0,0,0,1,0,0,1,0,1,0,0,1
0,66,32,43229,1,281.372,2,0.3,-12.0588,2014,4,23,2,2014,4,27,6,4,0,0,0,1,0,0,1,0,1,0,0,1
0,66,32,43229,2,22.336,4,0.2,7.8176,2014,4,23,2,2014,4,27,6,4,0,0,0,1,0,0,1,0,1,0,0,1
0,232,30,10024,1,271.764,2,0.1,60.392,2015,9,6,6,2015,9,13,6,7,0,0,0,1,0,0,1,0,1,0,0,1
0,149,3,90301,2,128.9,2,0.0,15.468,2017,12,8,4,2017,12,9,5,1,1,0,0,0,1,0,0,0,0,0,1,1
0,54,11,60610,2,24.288,3,0.6,-12.7512,2015,9,27,6,2015,9,29,1,2,1,0,0,0,1,0,0,1,0,0,0,1
0,76,40,75217,2,16.192,2,0.6,-8.5008,2017,10,30,0,2017,10,30,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,76,40,75217,3,251.006,2,0.3,-68.1302,2017,10,30,0,2017,10,30,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,264,35,19143,2,22.512,3,0.2,2.2512,2017,9,16,5,2017,9,18,0,2,1,0,0,0,1,0,0,0,1,0,0,1
0,284,19,2151,0,361.96,2,0.0,83.2508,2015,9,10,3,2015,9,14,0,4,0,0,0,1,0,1,0,0,1,0,0,1
0,150,22,39212,2,133.38,6,0.0,58.6872,2016,12,14,2,2016,12,19,0,5,0,0,0,1,1,0,0,0,0,1,0,1
0,307,3,94122,2,16.74,2,0.0,4.3524,2016,12,1,3,2016,12,5,0,4,0,0,0,1,1,0,0,0,0,0,1,1
0,81,20,48127,1,180.98,1,0.0,47.0548,2017,3,3,4,2017,3,10,4,7,0,0,0,1,1,0,0,1,0,0,0,1
0,215,0,36608,2,8.96,2,0.0,2.7776,2014,4,7,0,2014,4,10,3,3,1,0,0,0,1,0,0,0,0,1,0,1
0,323,43,22153,2,29.12,4,0.0,12.5216,2014,8,27,2,2014,8,29,4,2,1,0,0,0,0,1,0,0,0,1,0,1
0,44,11,60188,1,408.422,2,0.3,-5.8346,2015,7,2,3,2015,7,6,0,4,0,0,0,1,1,0,0,1,0,0,0,1
